1.0,25.0,0.0,0.0,0.548076
2.0,25.0,25.0,0.0,0.558063
3.0,0.0,25.0,0.0,0.546190
4.0,0.0,0.0,0.0,0.554417
5.0,25.0,50.0,0.0,0.549244
6.0,50.0,25.0,0.0,0.545579
7.0,50.0,50.0,0.0,0.548455
8.0,0.0,50.0,0.0,0.543155
9.0,50.0,0.0,0.0,0.551184
10.0,25.0,1.0,0.0,0.555726
11.0,25.0,2.0,0.0,0.553416
12.0,25.0,3.0,0.0,0.545574
13.0,25.0,4.0,0.0,0.549990
14.0,25.0,5.0,0.0,0.544617
15.0,25.0,6.0,0.0,0.548154
16.0,25.0,7.0,0.0,0.552953
17.0,25.0,8.0,0.0,0.541586
18.0,25.0,9.0,0.0,0.548046
19.0,25.0,10.0,0.0,0.548776
20.0,25.0,11.0,0.0,0.541057
21.0,25.0,12.0,0.0,0.542973
22.0,25.0,13.0,0.0,0.543683
23.0,25.0,14.0,0.0,0.545287
24.0,25.0,15.0,0.0,0.554436
25.0,25.0,16.0,0.0,0.542062
26.0,25.0,17.0,0.0,0.556405
27.0,25.0,18.0,0.0,0.553098
28.0,25.0,19.0,0.0,0.558456
29.0,25.0,20.0,0.0,0.540848
30.0,25.0,21.0,0.0,0.545266
31.0,25.0,22.0,0.0,0.549347
32.0,25.0,23.0,0.0,0.548027
33.0,25.0,24.0,0.0,0.554380
34.0,24.0,25.0,0.0,0.549391
35.0,23.0,25.0,0.0,0.553520
36.0,22.0,25.0,0.0,0.553673
37.0,21.0,25.0,0.0,0.551438
38.0,20.0,25.0,0.0,0.551644
39.0,19.0,25.0,0.0,0.550034
40.0,18.0,25.0,0.0,0.553416
41.0,17.0,25.0,0.0,0.552617
42.0,16.0,25.0,0.0,0.545845
43.0,15.0,25.0,0.0,0.553191
44.0,14.0,25.0,0.0,0.551783
45.0,13.0,25.0,0.0,0.557026
46.0,12.0,25.0,0.0,0.551710
47.0,11.0,25.0,0.0,0.552435
48.0,10.0,25.0,0.0,0.548986
49.0,9.0,25.0,0.0,0.547291
50.0,8.0,25.0,0.0,0.549459
51.0,7.0,25.0,0.0,0.545961
52.0,6.0,25.0,0.0,0.543907
53.0,5.0,25.0,0.0,0.546943
54.0,4.0,25.0,0.0,0.551023
55.0,3.0,25.0,0.0,0.551402
56.0,2.0,25.0,0.0,0.540110
57.0,1.0,25.0,0.0,0.545637
58.0,0.0,24.0,0.0,0.543569
59.0,0.0,23.0,0.0,0.552366
60.0,0.0,22.0,0.0,0.541626
61.0,0.0,21.0,0.0,0.542975
62.0,0.0,20.0,0.0,0.553922
63.0,0.0,19.0,0.0,0.546544
64.0,0.0,18.0,0.0,0.549956
65.0,0.0,17.0,0.0,0.550565
66.0,0.0,16.0,0.0,0.559239
67.0,0.0,15.0,0.0,0.552654
68.0,0.0,14.0,0.0,0.550308
69.0,0.0,13.0,0.0,0.549867
70.0,0.0,12.0,0.0,0.556275
71.0,0.0,11.0,0.0,0.553636
72.0,0.0,10.0,0.0,0.542283
73.0,0.0,9.0,0.0,0.545607
74.0,0.0,8.0,0.0,0.556205
75.0,0.0,7.0,0.0,0.548079
76.0,0.0,6.0,0.0,0.554185
77.0,0.0,5.0,0.0,0.542637
78.0,0.0,4.0,0.0,0.553193
79.0,0.0,3.0,0.0,0.547984
80.0,0.0,2.0,0.0,0.548728
81.0,0.0,1.0,0.0,0.560805
82.0,1.0,0.0,0.0,0.543608
83.0,2.0,0.0,0.0,0.545440
84.0,3.0,0.0,0.0,0.545275
85.0,4.0,0.0,0.0,0.548391
86.0,5.0,0.0,0.0,0.548571
87.0,6.0,0.0,0.0,0.546197
88.0,7.0,0.0,0.0,0.549078
89.0,8.0,0.0,0.0,0.550523
90.0,9.0,0.0,0.0,0.551596
91.0,10.0,0.0,0.0,0.553465
92.0,11.0,0.0,0.0,0.557263
93.0,12.0,0.0,0.0,0.551008
94.0,13.0,0.0,0.0,0.554835
95.0,14.0,0.0,0.0,0.553829
96.0,15.0,0.0,0.0,0.549321
97.0,16.0,0.0,0.0,0.552712
98.0,17.0,0.0,0.0,0.553074
99.0,18.0,0.0,0.0,0.544365
100.0,19.0,0.0,0.0,0.550558
101.0,20.0,0.0,0.0,0.544017
102.0,21.0,0.0,0.0,0.548802
103.0,22.0,0.0,0.0,0.550919
104.0,23.0,0.0,0.0,0.545285
105.0,24.0,0.0,0.0,0.550669
106.0,25.0,49.0,0.0,0.541304
107.0,25.0,48.0,0.0,0.548027
108.0,25.0,47.0,0.0,0.556541
109.0,25.0,46.0,0.0,0.551155
110.0,25.0,45.0,0.0,0.544149
111.0,25.0,44.0,0.0,0.540135
112.0,25.0,43.0,0.0,0.554788
113.0,25.0,42.0,0.0,0.546500
114.0,25.0,41.0,0.0,0.548694
115.0,25.0,40.0,0.0,0.551376
116.0,25.0,39.0,0.0,0.544496
117.0,25.0,38.0,0.0,0.553857
118.0,25.0,37.0,0.0,0.547508
119.0,25.0,36.0,0.0,0.550763
120.0,25.0,35.0,0.0,0.550216
121.0,25.0,34.0,0.0,0.553623
122.0,25.0,33.0,0.0,0.552440
123.0,25.0,32.0,0.0,0.551676
124.0,25.0,31.0,0.0,0.551352
125.0,25.0,30.0,0.0,0.543409
126.0,25.0,29.0,0.0,0.552757
127.0,25.0,28.0,0.0,0.548655
128.0,25.0,27.0,0.0,0.551769
129.0,25.0,26.0,0.0,0.548280
130.0,26.0,25.0,0.0,0.539778
131.0,27.0,25.0,0.0,0.545077
132.0,28.0,25.0,0.0,0.543847
133.0,29.0,25.0,0.0,0.548428
134.0,30.0,25.0,0.0,0.545746
135.0,31.0,25.0,0.0,0.543069
136.0,32.0,25.0,0.0,0.552047
137.0,33.0,25.0,0.0,0.547355
138.0,34.0,25.0,0.0,0.553888
139.0,35.0,25.0,0.0,0.550792
140.0,36.0,25.0,0.0,0.547397
141.0,37.0,25.0,0.0,0.553338
142.0,38.0,25.0,0.0,0.544779
143.0,39.0,25.0,0.0,0.553433
144.0,40.0,25.0,0.0,0.555049
145.0,41.0,25.0,0.0,0.553594
146.0,42.0,25.0,0.0,0.547657
147.0,43.0,25.0,0.0,0.557602
148.0,44.0,25.0,0.0,0.544890
149.0,45.0,25.0,0.0,0.559786
150.0,46.0,25.0,0.0,0.555970
151.0,47.0,25.0,0.0,0.548479
152.0,48.0,25.0,0.0,0.546631
153.0,49.0,25.0,0.0,0.545671
154.0,50.0,26.0,0.0,0.560592
155.0,50.0,27.0,0.0,0.540914
156.0,50.0,28.0,0.0,0.551001
157.0,50.0,29.0,0.0,0.549782
158.0,50.0,30.0,0.0,0.549459
159.0,50.0,31.0,0.0,0.549479
